id,text,annotator_1,annotator_2,annotator_3,label_offensive,label_hate,link
1406,"S S Fulani Sus wonnan bamalamib ane kadaeina maiqura,ani yanatafiya da jaki yanaɗauke da qura,ani jakin yazama musulmi ahakayake",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0pb7y8hc912Xhv5GLeuWtbGssE9oBQ5n19XpiUBHy3KGFuP3RLp8X7SXmVDiXZDGwl?comment_id=163353856019044&reply_comment_id=163377949349968
1407,"Sabida ai ke ban baro ki akayi ajikin bishiya,🙄 Au ashe sufa suna iya haihuwa batare da Aure bah🤭 toh ai hikkenan.",1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0RK5EAnj7SzQSz4YZ12etVWGtGtByFAzrrUxApcuZeTa3bj1jiZ78vndeDTsBBaDMl?comment_id=5567350863372366
1408,Saboda Fulani ne kawai masu laifi aduniya ko,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163435579344205&reply_comment_id=2008239392685041
1409,Saeed Bala Garko Abdullahi bakinsu daya da sojojin darace taci gida,1,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=302628448493086
1410,Safiyanu Kabir hhhhh fulani sun wuce haka....kasan me kake fada.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163320616022368&reply_comment_id=163481582672938
1411,Safiyanu Kabir yanxu ni ina lagos bana a kano.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163320616022368&reply_comment_id=163486136005816
1412,Sai dai ayi da hawanta kamar jaka,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid0RK5EAnj7SzQSz4YZ12etVWGtGtByFAzrrUxApcuZeTa3bj1jiZ78vndeDTsBBaDMl?comment_id=5567350863372366
1413,"Sai dai bature ne kawai, ke iya yin hakan. Dai-daiku daga cikin al'ummar ko kyauta aka basu. Baza su karba BA!!!!",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0RK5EAnj7SzQSz4YZ12etVWGtGtByFAzrrUxApcuZeTa3bj1jiZ78vndeDTsBBaDMl?comment_id=5567350863372366
1414,"Sai dai suyi hakuri Yan Uwansu sukaja musu, su mutanema suke rushewa",0,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0pb7y8hc912Xhv5GLeuWtbGssE9oBQ5n19XpiUBHy3KGFuP3RLp8X7SXmVDiXZDGwl?comment_id=163335912687505
1415,Sai kawai ka Basu matsuguni,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163318992689197&reply_comment_id=163425476011882
1416,"Da Alama ita tafiyar tasu duk daya ce ,kanwar duka ja ce.Allah yatsere mu da Auren miji ko syy da Dan iska ,cen dai ga wasu ,Amma mu muna Neman tsari tare da rokon ubangiji ya wargatsa su a duk inda suke muddin bazasu gyaru ba Dan mata suke cutar wa",1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0291bSmzrteiPfpme7Z5Umpw912Ezi6zCYuvLW7xr8dQjSdvTZXU6MssEiJQafj7S1l
1417,Sai ku fadi dalili ai. Ni na tsani munafinci wallahi,0,1,1,1,0,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=624876341897870
1418,Sai na tuna da Wata Malamar Physics din mu a Secondary .,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02QAnLmnLrLMqjKg1PxBtq7JYbtzcgNKPjEqUVG6Xzpttuux6bonRZbpXJXFbvuHpEl?comment_id=2061311564257987
1419,"Salim S Abdullahi Dku wanna mag an an ban Zane Day anta,adane dabazaku iyazuwa indasukeba wlh saidaimarasa zakuhukunta",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163323359355427&reply_comment_id=229244912720027
1420,Salissou Aboubacar Bakoy wlh kuwa ko sati baayiba kuka konewa bayin Allah gidaje amma babu tsinannan dayace sunyi ba daidaiba a cikinsu hasalima dadi sukeji,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163336072687489&reply_comment_id=163341599353603
1421,Sallallahu alaihi wasallam amin,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FFtcXKYSXNW5DsM69BmE1htRRPAXa3TmjFdxxaKt99DCoMDa3YMkWRDdEaCWhp8vl?comment_id=1110706949816326
1422,"Salon banza da wofi, ba ganin girma ba kishi bare kunya",1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02jViRsxwd81VrhGu1Juw748nePTqXKPKHmTVpokbZCk52QZVKDLBDfEk3XJua6Lcjl?comment_id=788263042278201
1423,Allah Ya Tsine maka,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid09vLzSpDW1EvfDAxwJmDPJ5gyM2RPuVefr9qnvrYRRRMq4eTgUVVVZB1NWBHC6RDtl
1424,Sani Ado Tasiu anan ne mafakar tsinanunnu kuma nan ne ake basu information idan jami'ai sunje,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=4521122447998517
1425,Sani Ado Tasiu basu bane yan taadan,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=107575415154867
1426,Sani Ado Tasiu Gaskiya Ne Maganar ka,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=163501662670930
1427,"Sani Ado Tasiu gidaje nawane awajejen baa taba ba, ansa mesu da makamai na yan taadda ne ,shi yawa aka rushe",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=483567923198650
1428,Sani Ado Tasiu inda yan gudun hjirarmu suke saka kansu ankshesun su suda suntashi kauyukan.da sunfi shekara dari biyu azaune,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=1590725784599816
1429,Sani Ado Tasiu India suka kware kenan ai akwai Allah bakomi,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=163354169352346
1430,Sani Ado Tasiu Kuma irin haka ne ya sa fulani suka zama yan taadda.,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=163523872668709
1431,Sani Ado Tasiu to lefin waye kenan,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=6928181647252422
1432,Sani Ado Tasiu wanna yanuna Mana cewa sojoji sunga tashin hankalin yayi kadan shine suka Kara iza wuta,0,0,1,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=163353682685728
1433,Sani Ado Tasiu yo ai munafukai ne. Ko dai su ke kashe mutane ko kuma suna ba yan uwansu mafaka,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163349492686147&reply_comment_id=163515616002868
1434,"Sani Magaji abinda ka kasa fahimta shine wannan Al,amari shiryayyen ajenda ne kuma.don HAKA ba abune Mai saukiba warware wannan abin.sai de mu tashi tsaye da wayar dakai da kuma adu,oi ALLAH yakawo karshen wannan mummunan aiki",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=108874791688766
1435,"Sani Magaji Amma me yasa ba kwa kiransu da Yan ta,Adda kuke kiransu da kabilansu",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=263889935834240
1436,Sani Magaji hausawanku su suka fara kashe Fulani suna kwace dukiyansu,0,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=1630689713929395
1437,Sani Magaji ko kana SO kace suma Hausawa da sauran Kabilu suma fulani NE,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=1366886833749699
1438,"Sani Magaji me yasa baka alakanta Boko Haram da baribari ko baburawa,ko don su ba kabilar su suke wakilta ba",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=163498199337943
1439,Sani Magaji me yasa baka Kiran Boko Haram da suman kabilarsu ko kuma me yasa baka cewa dukkan baribari Yan Boko Haram ne.ni tambayana kenan,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=1630690660595967
1440,Sani Magaji. Kaji Tsoron Haqqin wan,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=163525806001849
1441,Sani Magaji. Wannan Rashin Adalci NE irin naka,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=263882782501622
1442,Sani MagajiSani Magaji. Correction brother. A al'adar bafulatanin Mutum Kiwo da noma NE Kadai Akasanshi Dashi ba Sarrafa bindiga ko makami. Kuma fulanin daji ba Yan ta adda bane wasu NE suka shiga cikinsu suka Koyar dasu.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=163532072667889
1443,Sani MagajiSani Magaji. Wallahi Karyane alaqanta Kabilar fulani da ta'addanci babu jinsin da babu aciki,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=431925092005577
1444,Sani MagajiSani Magaji. Wallahi tallahi Karya NE babu wata kabila da babu Miyagu a cikinta.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163328412688255&reply_comment_id=163538892667207
1445,Sani Musa Baki ya futa Alheri koyayi sirun,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163326486021781&reply_comment_id=163328716021558
1446,Sani Musa duk azalumi,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163326486021781&reply_comment_id=163366082684488
1447,Sani Musa kaima zaci ubanka indai duniya ne zaka hadu da matsalarka kaima masha Allah,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163326486021781&reply_comment_id=163354599352303
1448,Sani Musa sani gaskiya basuyi daidai ba bata kamata kayima Fulani kudin goro ba yakamata kafahimci cewa akwai mutanen kirki cikin Fulani da ake zaune dasu lafiya kaima kanka cikin kakan ninka akwai Fulani kuma wanan fitina data same mu kamun tasamu kowa Fulani tafara samu basuji baugani ba aka rika kaahesu ana sace masu dabobi gwamnati bata dauki matakin komi akaiba sabida akwai wata manufa datasa akafara yin hakan lokacin dafulanin nan aka kaisu bango suka dauki makamai suma lokacin duka Nigeria ta dauka Fulani sunzama yan ta'adda amun haryanzu babu mai tambayar cewa miyasa akazalymcesu dafarko sabida haka adalci Wanda yayi ayi masa bahaka kawai mukalli Fulani muka masu kudin goro muna zagibsuba kullum murika tuna cewa Fulani yan uwanmu ne uwa daya uba daya muke dasu abinda yashafesu yasame mu musani cewa cikin kowace kabila ko al'umma akwai mutanen banza akwai nakirki Allah yakyauta Allah yabamu zaman lafiya a arewa dama nijeria bakidaya ameen,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163326486021781&reply_comment_id=164626989223869
1449,Sani Musa sune ko?,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163326486021781&reply_comment_id=163363329351430
1450,Sani Musa ya maka maganin azzaluman Fulani ba dukka suka zama dayaba kar kabilanci ya kaika ya baro,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163326486021781&reply_comment_id=163362246018205
1451,Sani Musa yaya kamasu irin wannan hukunci haka,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163326486021781&reply_comment_id=163367559351007
1452,Sanin Gaibi sai Allah,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163380626016367
1453,Sannan ace ana neman zaman lafiya. Allah ya isa. Allah ya karawa annabi Muhammad ( s a w ) daraja,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163349162686180
1454,Sarakunan Fulani banda Sulaimanu ai duk daga zuri'ar Ibrahim Dabo ne.,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163354219352341
1455,Sarakunan Fulanin Kano gida biyu ne kawai.Gidan Malam Sulaimanu da gidan Malam Ibrahim Dabo.Daga Malam Sulaimanu ba'a kuma samun sarki a gidansa ba gidan Malam Dabo suka ci gaba da yin sarauta.Saboda haka gidan Malam Sulaimanu da gidan Malam Dabo duk a karkashin sarakunan Fulani suke.,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163838785970551
1456,"Sarki Aminu, Dan Sarki Ado, Dan Sarki Bayero.",0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163275192693577
1457,Saura Ku nacikin garri,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163349492686147&reply_comment_id=163518492669247
1458,"Sauran Yan luwadin ma, su tuba ko Suma su hadu da nasu balai. Allah m mun tuba kasa my fi karfin zuciyar mu",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
1459,"Sayan filin sukayi ko dai Zama kawai sukeyi? Na biyu ko shekaru 100 suke garin Amma sunata xutar da jamaa , toh lallai ba laifi.",0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163365932684503
1460,"sayyada Aminatu ce uwa gadukkan iyaye bama ""ya'yaba tafi karfin aimata tilo sede jam'i **** ina godiya dakayi magana cikin hankali da fahimta",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02Yaqo6GcZNvskPuc1nYGFtAzjCkppb8XLtjXrRW7kNcYRwcVNLScf8Skuh3aQQeCtl?comment_id=2135426103296978
1461,Security yafi komai !,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=693351578716589
1462,Sedai Kash zasu hadu da wanda yasa ayi musu hakan a gaban Allah,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02ELbXiRERUppoi5HRLhkzd62FFN3wwCFdd6Acdf7aygjJ2KQJUJjnfhRxh87eqxMMl?comment_id=1486585878519654
1463,Shashasha ne saiyadinga biyewa yara suna rainashi,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid02ELbXiRERUppoi5HRLhkzd62FFN3wwCFdd6Acdf7aygjJ2KQJUJjnfhRxh87eqxMMl?comment_id=1486585878519654
1464,"Shawarata , ta kama kanta ta natsu ta koma ga Allah shine mafita",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02iMXuu9aCXZVpkyufdz9N2zLcUBGSinn3KDgBpxAZzSJXMeH8nhz7eXc3amrAHEH8l?comment_id=2184932538381820
1465,Shege uban son zuciya ai ga irinta nan,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02Yaqo6GcZNvskPuc1nYGFtAzjCkppb8XLtjXrRW7kNcYRwcVNLScf8Skuh3aQQeCtl?comment_id=2135426103296978
1466,"Dama kuke tsoka nosu daga baya suyi kan mai uwa. Shegen Dan shiane bazai taba goyan bayan jamian tsaroba, angayama haka kurum akatashesu ba tare da bin cikeba. ",1,1,1,1,0,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163324389355324&reply_comment_id=163351226019307
1467,Shegu hausawa mabarata kunji dadi,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163546335999796
1468,Shegu masu kidnapped da fyade da kisan jama'a haka kawai,1,1,1,1,0,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163353412685755&reply_comment_id=163375492683547
1469,Shehu Umar ba mugu irin ka ai,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163457319342031&reply_comment_id=163556832665413
1470,Shekara millions sukayi badububa,1,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163497906004639
1471,Shekararta 3 ta shiga 3 ta kwana 3 a cikin rijiya. To Allah ya kiyaye gaba,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0xtJs3884MBkZMszQChuJzqYVGeGv3BTbBqf6FqDcSb6NY4LQLyDxT1Zv5GmKTnB9l?comment_id=654549589411318
1472,shelaifin dayayiwa Allah duk Abindayayiwa jama ar kano suqararsasukai kenan Allah ya I shemana,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02ELbXiRERUppoi5HRLhkzd62FFN3wwCFdd6Acdf7aygjJ2KQJUJjnfhRxh87eqxMMl?comment_id=1486585878519654
1473,Sherme kenan yamata fyade kodaii ya nema tahana ya biya buqatarsa da qarfin tsiya,1,1,1,1,2,https://www.facebook.com/lbrhausa/posts/pfbid0RWVfpEPSJG5zjYfoLiuX9bT21c6mnHmcPb27tpkqn6GV86EFx2b5XA434CntqNpHl
1474,Shi dai Allah ya taimakeshi ba tsohuwa ya Samu ba.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FFtcXKYSXNW5DsM69BmE1htRRPAXa3TmjFdxxaKt99DCoMDa3YMkWRDdEaCWhp8vl?comment_id=1110706949816326
1475,Shi Ibrahim dabo ba bafulatani bane kenan. Alaji kaje kanemi tarihin kano,1,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163830802638016
1476,Shi kuma gwamnan ahaka zaikare,0,0,1,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02ELbXiRERUppoi5HRLhkzd62FFN3wwCFdd6Acdf7aygjJ2KQJUJjnfhRxh87eqxMMl?comment_id=1486585878519654
1477,Shi wnnan kam yayi sa'a ya samu matashiya ba irinsu sauran ba,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FFtcXKYSXNW5DsM69BmE1htRRPAXa3TmjFdxxaKt99DCoMDa3YMkWRDdEaCWhp8vl?comment_id=1110706949816326
1478,Shikan Yayi Sa'anzaɓe Wasukan Getuma Suka Kwasoma Mutane 😁😁,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FFtcXKYSXNW5DsM69BmE1htRRPAXa3TmjFdxxaKt99DCoMDa3YMkWRDdEaCWhp8vl?comment_id=1110706949816326
1479,shikenanma yahuta da qanaqayin jama a,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02jViRsxwd81VrhGu1Juw748nePTqXKPKHmTVpokbZCk52QZVKDLBDfEk3XJua6Lcjl?comment_id=788263042278201
1480,Shima agayamai Ubangiji yace mai raina kaɗan ɓarawo ne,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02Yaqo6GcZNvskPuc1nYGFtAzjCkppb8XLtjXrRW7kNcYRwcVNLScf8Skuh3aQQeCtl?comment_id=2135426103296978
1481,"Shima Ganduje bashida hankali, idan shugaban mai hankali ne da zai daure ya kyalesu, suma nan gaba na baya zasu rama masa, amma Allah yayi shi mara hakuri.",1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02ELbXiRERUppoi5HRLhkzd62FFN3wwCFdd6Acdf7aygjJ2KQJUJjnfhRxh87eqxMMl?comment_id=1486585878519654
1482,Shima namune dan Gwagwarmay,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02jViRsxwd81VrhGu1Juw748nePTqXKPKHmTVpokbZCk52QZVKDLBDfEk3XJua6Lcjl?comment_id=788263042278201
1483,shin kabilar Fulani sukadai ne masu laifi a Nigeria?,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163441646010265
1484,Shin Malam asdussuna duk abin dayafada kirkirassu yayi? wannan renin wayone saboda su ya'an Arewa ne basuda ya'nci basusa hakkisuba. Kuna duba masu fitowa suna zagin manyanmu da kanana harda akwai wanda yafito yace baza a zabi kabilar fulaniba. Sai gashi bakuce masa komaiba saboda shi dan kudune mai ya'anci sukuma ya'n arewane marasa ya'anci. To Allah ya na tare dasu kuma wannan kalu balene ga duk wani dan Arewa musulmi.,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02S5dYKVQ6ddMbSbM7Ldawp96PkLH2amWvV2A9LWrEKght9wV7fNvUdyLmxJDAE8Xml?comment_id=650896616528068
1485,Shin wai har yanzu baku yarda cewa duk laifin buhari bane????? 😡😡😡😡😡,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163344759353287
1486,Shin yanzu kutumbawa zaa Basu hakkinsu idan sunnemako shikenan Yabiruwa,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163533709334392
1487,shine bayani Gaskiya irinsu ne masu tada fitina,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163506322670464&reply_comment_id=163520822669014
1488,shine Dalilin da ya sa Sojojin basa samun Nasara akan 'Yan Ta'adddan kullum saboda zaluntar mutane,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163317956022634
1489,shine maganar ai nace su yan wuta ne yace a a shine nake tambayar sa kenan zasu iya samun Rahama,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
1490,Ai kuwa hakane saina tuna da lokacin ina dan iska,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0291bSmzrteiPfpme7Z5Umpw912Ezi6zCYuvLW7xr8dQjSdvTZXU6MssEiJQafj7S1l
1491,Shuwagabannin Kasar ku susuka saidawa turawa dajin. shiyasa akafake dasunan fulani ana ta'ddanci. Sannan dagabaya azuba Sojoji surika korar fulani. domin sutashi awajen adebi arzikin Kasar,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=1250918912070070
1492,Sirajabola Srj abokaina karkadamu lnaga shima mugun lrine,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163369652684131&reply_comment_id=163435549344208
1493,Sirajabola Srj an she ma duk Fulani barayine? kokuma su suka Fara yin garkuwa damutane a Nigeria,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163320616022368&reply_comment_id=163371632683933
1494,Sirajabola Srj bakasan abinda yakamata ayi dafadar hakan gwanda shirue,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163369652684131&reply_comment_id=3053348751598788
